province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Masbate,V,2018,0,0,0,173,677,0,0,26415745.9,52890000.0,0.0,0.0,0.0,79305745.9
Aklan,VI,2018,1,5,0,674,2642,1,0,20733324.93,18634000.0,0.0,0.0,0.0,39367324.93000001
Antique,VI,2018,2,4,0,1214,5325,2,5,45206702.57,0.0,0.0,0.0,0.0,45206702.57
Capiz,VI,2018,0,0,0,9173,43205,0,0,351091264.44,0.0,0.0,0.0,0.0,351091264.44
Iloilo,VI,2018,2,0,0,842,4337,22,15,202892158.15,0.0,0.0,0.0,0.0,202892158.15
Negros Occidental,VI,2018,3,0,0,4706,11105,10,6,27333058.34,0.0,0.0,0.0,0.0,27333058.34
Bohol,VII,2018,0,0,0,4365,16945,33,18,0.0,0.0,0.0,0.0,0.0,0.0
Cebu,VII,2018,1,0,0,1001,4714,2,21,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2018,2,0,0,432,1645,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Siquijor,VII,2018,0,0,0,15,78,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Biliran,VIII,2018,0,0,0,466,1780,0,0,4375296.0,0.0,0.0,0.0,0.0,4375296.0
Eastern Samar,VIII,2018,0,0,0,44267,155439,101,1714,4732234.0,1000000.0,0.0,0.0,0.0,5732234.0
Leyte,VIII,2018,0,0,0,7311,34293,14,17,15281902.0,0.0,0.0,0.0,0.0,15281902.0
Northern Samar,VIII,2018,8,0,1,88094,358467,1241,11554,42710424.0,26000000.0,0.0,0.0,0.0,68710424.0
Southern Leyte,VIII,2018,0,0,0,98,381,0,15,3060000.0,0.0,0.0,0.0,0.0,3060000.0
Samar,VIII,2018,5,0,0,24055,97247,436,14259,20838600.0,27500000.0,0.0,0.0,0.0,48338600.0
without breakdown,VIII,2018,0,0,0,0,0,0,0,595400.0,9400000.0,0.0,0.0,0.0,9995400.0
Camiguin,X,2018,0,0,0,41,210,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Norte,X,2018,0,0,0,1684,6987,23,2,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2018,0,0,0,226,882,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2018,0,0,0,606,2363,14,3,1637891.0,0.0,0.0,0.0,0.0,1637891.0
Dinagat Islands,CARAGA,2018,0,0,0,280,1036,0,4,162685.0,0.0,0.0,0.0,0.0,162685.0
Surigao del Norte,CARAGA,2018,0,0,0,15085,63611,277,1078,23256484.0,0.0,0.0,0.0,0.0,23256484.0
Surigao del Sur,CARAGA,2018,0,0,0,5650,26180,80,42,99474493.0,0.0,0.0,0.0,0.0,99474493.0
BARMM,CARAGA,2018,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
Sulu,CARAGA,2018,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2018,0,0,0,0,0,0,0,55781.0,0.0,0.0,0.0,0.0,55781.0
Caloocan,NCR,2018,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2018,0,0,0,371,1590,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mandaluyong,NCR,2018,0,0,0,400,2000,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2018,0,0,0,1756,6090,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2018,1,0,0,12423,59256,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasig,NCR,2018,0,0,0,2391,11025,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Valenzuela,NCR,2018,0,0,0,889,2949,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Navotas,NCR,2018,1,0,0,237,1297,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Parañaque,NCR,2018,0,0,0,18,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2018,1,0,2,4863,21806,0,0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2018,0,0,0,287,898,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Las Piñas,NCR,2018,0,0,0,24,130,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2018,0,0,0,400,1655,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Benguet,CAR,2018,104,52,3,11093,46545,478,3298,505092293.46,667680010.69,0.0,0.0,0.0,1172772304.1499999
Abra,CAR,2018,0,0,0,60533,257529,522,18208,495145509.65,254150074.75,0.0,0.0,0.0,749295584.4
Ifugao,CAR,2018,5,3,0,4238,16620,192,2887,1396926947.57,211080000.0,0.0,0.0,0.0,1608006947.57
Kalinga,CAR,2018,1,2,0,19427,57432,122,2946,2990370688.3799996,220114585.0,0.0,0.0,0.0,3210485273.3799996
Mountain Province,CAR,2018,29,1,0,8773,38806,101,1543,471529546.16,387183781.0,0.0,0.0,0.0,858713327.1600001
without breakdown,CAR,2018,0,0,0,0,0,0,0,0.0,557188477.99,0.0,0.0,0.0,557188477.99
Apayao,CAR,2018,0,0,0,29223,115816,725,15089,2069470803.88,973007620.65,0.0,0.0,0.0,3042478424.53
Ilocos Norte,I,2019,2,2,0,20103,83584,26,67,182638489.0,945400000.0,0.0,0.0,0.0,1128038489.0
Ilocos Sur,I,2019,0,0,0,0,0,0,0,1771880.0,0.0,0.0,0.0,0.0,1771880.0
La Union,I,2019,0,0,0,100,365,2,1,8036478.0,0.0,0.0,0.0,0.0,8036478.0
Pangasinan,I,2019,0,0,0,5488,25254,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cagayan,II,2019,4,1,0,33619,138956,35,36,113012495.7,412879500.0,0.0,0.0,0.0,525891995.7
Isabela,II,2019,0,0,0,572,1896,0,0,830467956.76,15030000.0,0.0,0.0,0.0,845497956.76
Nueva Vizcaya,II,2019,0,0,0,0,0,0,0,0.0,3000000.0,0.0,0.0,0.0,3000000.0
Batanes,II,2019,0,0,0,35,103,0,0,1460275.0,0.0,0.0,0.0,0.0,1460275.0
Quirino,II,2019,0,0,0,0,0,0,0,0.0,17000000.0,0.0,0.0,0.0,17000000.0
Zambales,III,2019,0,0,0,389,14171,0,0,1660556.0,0.0,0.0,0.0,0.0,1660556.0
Bulacan,III,2019,0,0,0,99,374,0,0,5261066.5,0.0,0.0,0.0,0.0,5261066.5
Aurora,III,2019,0,0,0,2090,7141,1,120,0.0,0.0,0.0,0.0,0.0,0.0
Pampanga,III,2019,0,0,0,6596,32485,0,0,19948470.0,0.0,0.0,0.0,0.0,19948470.0
Nueva Ecija,III,2019,0,0,0,1372,6356,0,0,207000.0,0.0,0.0,0.0,0.0,207000.0
Tarlac,III,2019,0,0,0,1149,3968,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bataan,III,2019,0,0,0,699,3085,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Batangas,CALABARZON,2019,0,0,0,1031,4802,912,204,38334949.0,0.0,0.0,0.0,0.0,38334949.0
Cavite,CALABARZON,2019,0,0,0,8,32,8,0,202720.0,0.0,0.0,0.0,0.0,202720.0
Laguna,CALABARZON,2019,0,3,0,185,805,170,17,2759275.0,10000000.0,0.0,0.0,0.0,12759275.0
Quezon,CALABARZON,2019,3,0,0,23672,110575,8018,981,627023355.0,0.0,0.0,0.0,0.0,627023355.0
Rizal,CALABARZON,2019,0,0,0,0,0,0,0,755779.12,0.0,0.0,0.0,0.0,755779.12
Marinduque,MIMAROPA,2019,0,6,0,1573,5991,790,14109,3127200.0,68206586.69,0.0,0.0,0.0,71333786.69
Occidental Mindoro,MIMAROPA,2019,4,0,2,27954,135136,5184,24085,108993714.0,404462072.69,0.0,0.0,0.0,513455786.69
Oriental Mindoro,MIMAROPA,2019,5,0,0,11226,44553,5932,40820,115693083.39,1174712018.67,0.0,0.0,0.0,1290405102.06
Palawan,MIMAROPA,2019,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Romblon,MIMAROPA,2019,0,1,0,6817,27924,2615,14843,4197086.0,186612400.0,0.0,0.0,0.0,190809486.0
without breakdown,MIMAROPA,2019,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2019,0,44,0,94753,410508,8299,104500,426855290.22,1645490505.0,0.0,0.0,0.0,2072345795.22
Camarines Norte,V,2019,0,0,0,10156,40724,1113,9548,22883563.0,1089187259.91,0.0,0.0,0.0,1112070822.91
Camarines Sur,V,2019,0,0,0,65687,274796,10458,137693,395253523.6,67431177.81,0.0,0.0,0.0,462684701.41
Catanduanes,V,2019,0,0,0,6972,29986,4875,623,239863264.0,466500000.0,0.0,0.0,0.0,706363264.0
Masbate,V,2019,0,0,0,59533,276551,7901,36900,88436025.13,716775000.0,0.0,0.0,0.0,805211025.13
Sorsogon,V,2019,0,2,0,88959,387382,15169,76151,765896328.0,605822304.36,0.0,0.0,0.0,1371718632.36
without breakdown,V,2019,0,0,0,0,0,0,0,0.0,225216180.8,0.0,0.0,0.0,225216180.8
Negros Occidental,VI,2019,0,0,0,0,0,0,0,1824384.0,0.0,0.0,0.0,0.0,1824384.0
Antique,VI,2019,0,7,0,18398,81642,5117,11068,192681266.0,0.0,0.0,0.0,0.0,192681266.0
Aklan,VI,2019,8,11,0,112519,488158,9889,104566,134198870.0,0.0,0.0,0.0,0.0,134198870.0
Capiz,VI,2019,5,12,0,139876,622967,12689,62726,1358633341.25,0.0,0.0,0.0,0.0,1358633341.25
Iloilo,VI,2019,16,2,2,68135,270817,1933,18763,202503192.93,0.0,0.0,0.0,0.0,202503192.93
without breakdown,VI,2019,0,0,0,0,0,0,0,0.0,619000000.0,0.0,0.0,0.0,619000000.0
Cebu,VII,2019,1,0,1,26153,130765,5342,12128,14981300.0,0.0,0.0,0.0,0.0,14981300.0
Biliran,VIII,2019,2,36,0,32091,118852,2418,22221,170446024.19,10918101.0,0.0,0.0,0.0,181364125.19
Eastern Samar,VIII,2019,5,252,2,76459,291928,5008,44415,563286904.13,600000.0,0.0,0.0,0.0,563886904.13
Leyte,VIII,2019,10,44,0,194615,772162,7295,126921,396717695.97,96350500.0,0.0,0.0,0.0,493068195.97
Northern Samar,VIII,2019,0,253,0,149330,602234,10545,112387,160192726.0,0.0,0.0,0.0,0.0,160192726.0
Samar,VIII,2019,1,9,0,121350,483308,4404,54195,58593582.77,60000.0,0.0,0.0,0.0,58653582.77
Southern Leyte,VIII,2019,1,0,0,0,0,0,0,0.0,20000.0,0.0,0.0,0.0,20000.0
without breakdown,VIII,2019,0,0,0,0,0,0,0,0.0,537000000.0,0.0,0.0,0.0,537000000.0
Zamboanga del Sur,IX,2019,0,0,0,1535,7497,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Norte,IX,2019,0,0,0,142,710,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Compostela Valley,XI,2019,0,0,0,0,0,0,0,0.0,200000.0,0.0,0.0,0.0,200000.0
Davao Oriental,XI,2019,0,0,0,1214,5263,4,15,0.0,1000000.0,0.0,0.0,0.0,1000000.0
Davao del Sur,XI,2019,0,0,0,40,150,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Occidental,XI,2019,0,0,0,430,1675,0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Cotabato,XII,2019,0,0,0,119,624,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sultan Kudarat,XII,2019,0,0,0,1294,6470,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2019,0,0,0,283,1442,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2019,0,0,0,2163,10344,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dinagat Islands,CARAGA,2019,0,0,0,166,477,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Norte,CARAGA,2019,0,0,0,912,3458,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2019,0,0,0,248,904,3,9,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2019,0,0,0,80,188,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Apayao,CAR,2019,3,5,0,12007,45411,39,88,492320.0,0.0,0.0,0.0,0.0,492320.0
Benguet,CAR,2019,0,0,0,59,177,0,1,30000.0,0.0,0.0,0.0,0.0,30000.0
Mountain Province,CAR,2019,0,0,0,19,92,0,1,70925.0,0.0,0.0,0.0,0.0,70925.0
Ifugao,CAR,2019,0,0,0,7,39,1,2,0.0,0.0,0.0,0.0,0.0,0.0
Kalinga,CAR,2019,0,0,0,4,24,1,0,2188851.5,0.0,0.0,0.0,0.0,2188851.5
Dagupan,I,2020,0,0,0,33,285,0,0,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Ilocos Norte,I,2020,0,0,0,2061,8237,0,11,12055409.16,351800000.0,0.0,0.0,0.0,363855409.16
Pangasinan,I,2020,0,0,1,20554,101613,118,2816,480009180.87,796010000.0,0.0,0.0,0.0,1276019180.87
Ilocos Sur,I,2020,0,0,0,0,0,0,0,3019000.0,0.0,0.0,0.0,0.0,3019000.0
La Union,I,2020,0,0,0,21,61,1,10,13105898.0,0.0,0.0,0.0,0.0,13105898.0
IIII,I,2020,0,0,0,0,0,0,0,228671.5,0.0,0.0,0.0,0.0,228671.5
Bataan,I,2020,0,0,0,0,0,0,0,1780.0,0.0,0.0,0.0,0.0,1780.0
Nueva Ecija,I,2020,0,0,0,0,0,0,0,180000.0,0.0,0.0,0.0,0.0,180000.0
Pampanga,I,2020,0,0,0,0,0,0,0,46891.5,0.0,0.0,0.0,0.0,46891.5
without breakdown,I,2020,0,0,0,0,0,0,0,0.0,7500000.0,0.0,0.0,0.0,7500000.0
Cagayan,II,2020,2,0,1,24197,92686,4,3,663157918.94,872805000.0,0.0,0.0,0.0,1535962918.94
Nueva Vizcaya,II,2020,0,0,0,180,685,0,4,105882705.13,59800000.0,0.0,0.0,0.0,165682705.13
Quirino,II,2020,0,0,0,133,449,0,0,41694934.2,206910000.0,0.0,0.0,0.0,248604934.2
Isabela,II,2020,0,0,0,7412,28666,0,0,735646832.3199999,224800000.0,0.0,0.0,0.0,960446832.3199999
Batanes,II,2020,0,0,0,0,0,0,0,755000.0,0.0,0.0,0.0,0.0,755000.0
without breakdown,II,2020,0,0,0,0,0,0,0,0.0,37000000.0,0.0,0.0,0.0,37000000.0
Aurora,III,2020,0,2,0,5233,18338,0,0,75090812.8,8000000.0,0.0,0.0,0.0,83090812.8
Bulacan,III,2020,0,0,0,50453,221870,4,2,83918389.35,0.0,0.0,0.0,0.0,83918389.35
Nueva Ecija,III,2020,0,0,0,13015,56873,0,0,85382503.08,0.0,0.0,0.0,0.0,85382503.08
Pampanga,III,2020,0,0,0,88373,397889,0,0,203359291.04000002,0.0,0.0,0.0,0.0,203359291.04000002
Bataan,III,2020,0,0,0,2945,11549,0,0,63159303.0,0.0,0.0,0.0,0.0,63159303.0
Tarlac,III,2020,0,0,0,2951,14064,0,0,22165659.0,0.0,0.0,0.0,0.0,22165659.0
Zambales,III,2020,0,0,0,691,2520,0,0,6614995.61,0.0,0.0,0.0,0.0,6614995.61
without breakdown,III,2020,0,0,0,0,0,0,0,0.0,114500000.0,0.0,0.0,0.0,114500000.0
Cavite,CALABARZON,2020,0,0,0,3311,13505,7,7,120966233.36,401502000.0,0.0,0.0,0.0,522468233.36
Laguna,CALABARZON,2020,2,1,0,10167,40304,27,230,324506978.02,95640000.0,0.0,0.0,0.0,420146978.02
Quezon,CALABARZON,2020,4,6,0,119685,455358,1996,22081,2357918882.79,499030000.0,0.0,0.0,0.0,2856948882.79
Rizal,CALABARZON,2020,1,0,0,2906,12572,0,0,35199942.2,0.0,0.0,0.0,0.0,35199942.2
Batangas,CALABARZON,2020,4,3,1,28398,114022,647,7842,860227036.04,1232237049.09,0.0,0.0,0.0,2092464085.13
without breakdown,CALABARZON,2020,0,0,0,0,0,0,0,0.0,228500000.0,0.0,0.0,0.0,228500000.0
Marinduque,MIMAROPA,2020,2,8,1,23538,101399,794,14097,232508004.72,597541534.73,0.0,0.0,0.0,830049539.45
Romblon,MIMAROPA,2020,1,0,0,5162,18955,17,424,34119065.620000005,37339400.0,0.0,0.0,0.0,71458465.62
Occidental Mindoro,MIMAROPA,2020,4,0,3,17586,74437,1690,5826,953632154.09,94842283.12,0.0,0.0,0.0,1048474437.21
Oriental Mindoro,MIMAROPA,2020,1,3,0,48767,220669,3513,35339,2991148656.65,1782861033.87,0.0,0.0,0.0,4774009690.52
Palawan,MIMAROPA,2020,2,0,0,614,2384,0,0,222759687.02,18250000.0,0.0,0.0,0.0,241009687.02
without breakdown,MIMAROPA,2020,0,0,0,0,0,0,0,0.0,29500000.0,0.0,0.0,0.0,29500000.0
Albay,V,2020,13,18,3,212331,788586,18050,72501,4192927766.8,40517747272.02,0.0,0.0,159756378.78,44870431417.600006
Camarines Norte,V,2020,5,4,1,78628,341293,4579,29873,795253712.17,1725362625.58,0.0,0.0,34885200.0,2555501537.75
Camarines Sur,V,2020,7,91,0,204237,839400,14636,82630,4727722211.780001,17182194101.52,0.0,0.0,922687242.34,22832603555.64
Catanduanes,V,2020,13,306,1,70199,275419,13341,24637,4918804555.34,11543729865.24,0.0,0.0,51241900.0,16513776320.580002
Masbate,V,2020,0,0,0,20516,85939,234,1554,271220167.54,325470000.0,0.0,0.0,4840600.0,601530767.54
Sorsogon,V,2020,0,6,0,55198,228041,457,8142,470355530.78000003,324439865.24,0.0,0.0,10433900.0,805229296.02
Naga,V,2020,0,0,0,0,0,0,0,0.0,998353800.0,0.0,0.0,28107100.0,1026460900.0
without breakdown,V,2020,0,0,0,0,0,0,0,0.0,5335500000.0,0.0,0.0,0.0,5335500000.0
Negros Occidental,VI,2020,0,0,0,561,2222,3,42,45410777.4,0.0,0.0,0.0,0.0,45410777.4
Aklan,VI,2020,0,0,0,0,0,0,0,1226045.0,0.0,0.0,0.0,0.0,1226045.0
Antique,VI,2020,1,0,0,1323,4982,5,54,40888603.75,0.0,0.0,0.0,0.0,40888603.75
Capiz,VI,2020,0,0,0,3,15,0,0,33073748.22,0.0,0.0,0.0,0.0,33073748.22
Iloilo,VI,2020,1,0,0,3329,17775,7,23,96965140.85,0.0,0.0,0.0,0.0,96965140.85
Cebu,VII,2020,0,0,0,4066,20330,7,0,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2020,3,0,0,1105,5102,6,1,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Samar,VIII,2020,3,190,0,42098,166473,2984,12448,65603358.1,0.0,0.0,0.0,0.0,65603358.1
Northern Samar,VIII,2020,1,68,0,95550,402681,4662,37169,114714148.53,0.0,0.0,0.0,0.0,114714148.53
Samar,VIII,2020,0,17,0,1476,5861,18,1353,10251400.0,0.0,0.0,0.0,0.0,10251400.0
Biliran,VIII,2020,0,0,0,93,399,2,0,686308.5,0.0,0.0,0.0,0.0,686308.5
Leyte,VIII,2020,2,2,0,12,38,0,0,4198284.0,0.0,0.0,0.0,0.0,4198284.0
Southern Leyte,VIII,2020,0,0,0,0,0,0,0,175351.5,0.0,0.0,0.0,0.0,175351.5
without breakdown,VIII,2020,0,0,0,0,0,0,0,0.0,3500000.0,0.0,0.0,0.0,3500000.0
Bukidnon,X,2020,1,0,0,88,327,0,0,72042786.74,9340000.0,0.0,0.0,0.0,81382786.74
Davao de Oro,XI,2020,1,0,0,249,1141,0,1,72042786.74,9340000.0,0.0,0.0,0.0,81382786.74
Davao del Norte,XI,2020,0,0,0,310,1530,0,0,33427840.0,0.0,0.0,0.0,0.0,33427840.0
Davao Oriental,XI,2020,1,0,0,938,3298,0,0,28965000.0,0.0,0.0,0.0,0.0,28965000.0
Agusan del Norte,CARAGA,2020,0,0,0,641,2709,0,0,12315201.0,0.0,0.0,0.0,0.0,12315201.0
Agusan del Sur,CARAGA,2020,3,0,2,31516,135883,365,61,28601543.0,0.0,0.0,0.0,0.0,28601543.0
Butuan,CARAGA,2020,0,0,0,852,4066,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dinagat Islands,CARAGA,2020,0,0,0,2,10,2,0,698415.0,0.0,0.0,0.0,0.0,698415.0
Surigao del Norte,CARAGA,2020,0,0,0,564,2232,0,0,4144014.0,0.0,0.0,0.0,0.0,4144014.0
Surigao del Sur,CARAGA,2020,7,0,0,31052,131840,82,1052,67164420.0,0.0,0.0,0.0,0.0,67164420.0
Parañaque,NCR,2020,0,0,0,690,2824,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2020,0,0,0,2222,9015,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2020,6,0,2,4780,21568,0,37523,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2020,0,0,0,3843,15449,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pateros,NCR,2020,0,0,0,121,442,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2020,0,0,0,977,3872,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caloocan,NCR,2020,0,0,0,244,931,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Las Piñas,NCR,2020,0,0,0,115,378,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2020,0,0,0,291,1210,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mandaluyong,NCR,2020,0,0,0,492,2047,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Navotas,NCR,2020,0,0,0,1100,4350,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasig,NCR,2020,0,0,0,954,3801,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Taguig,NCR,2020,2,0,0,1014,4045,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Valenzuela,NCR,2020,1,0,0,978,3597,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,NCR,2020,0,0,0,0,0,0,0,1156000.0,5000000.0,0.0,0.0,0.0,6156000.0
Makati,NCR,2020,0,0,0,70,260,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasay,NCR,2020,0,0,0,110,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2020,0,0,0,112,427,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2020,0,0,0,0,0,0,0,0.0,7400000.0,0.0,0.0,0.0,7400000.0
Benguet,CAR,2020,0,0,0,37,146,1,0,2311856.0,0.0,0.0,0.0,0.0,2311856.0
Ifugao,CAR,2020,1,1,0,192,748,0,0,10360482.74,100000.0,0.0,0.0,0.0,10460482.74
Apayao,CAR,2020,0,0,0,157,639,2,2,3338683.2,0.0,0.0,0.0,0.0,3338683.2
Kalinga,CAR,2020,0,0,0,2,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Province,CAR,2020,0,0,0,4,10,0,0,3799800.0,0.0,0.0,0.0,0.0,3799800.0
without breakdown,CAR,2020,0,0,0,0,0,0,0,0.0,8000000.0,0.0,0.0,0.0,8000000.0
Dagupan,I,2021,0,0,0,312,1102,0,0,810000.0,37500.0,0.0,0.0,0.0,847500.0
Ilocos Norte,I,2021,3,3,1,732,2655,0,0,137699095.56,269658000.0,0.0,0.0,0.0,407357095.56
Ilocos Sur,I,2021,17,0,4,78736,298793,0,0,1177443524.01,2144813961.6,0.0,0.0,0.0,3322257485.61
La Union,I,2021,2,0,5,89045,319841,6,130,674106188.49,463268077.0,0.0,0.0,0.0,1137374265.49
Pangasinan,I,2021,7,0,0,66976,316829,0,0,6234000.0,231505000.0,0.0,0.0,0.0,237739000.0
Isabela,II,2021,0,0,0,350,1167,0,0,137889308.29,237700000.0,0.0,0.0,0.0,375589308.29
Batanes,II,2021,0,27,0,6004,20570,0,0,85290445.75,237368591.37,0.0,0.0,0.0,322659037.12
Cagayan,II,2021,2,0,1,23500,84928,0,0,762933618.0799999,148701550.0,0.0,0.0,0.0,911635168.0799999
Quirino,II,2021,0,0,0,0,0,0,0,285580.0,2567570.0,0.0,0.0,0.0,2853150.0
Nueva Vizcaya,II,2021,0,0,0,37,180,0,0,200856281.78,322394000.0,0.0,0.0,0.0,523250281.78
Bataan,III,2021,0,0,0,225,881,0,1,72636939.47,0.0,0.0,0.0,0.0,72636939.47
Bulacan,III,2021,0,0,0,19822,64427,0,0,37283374.4,0.0,0.0,0.0,0.0,37283374.4
Pampanga,III,2021,0,0,0,20581,95070,0,2,10935293.45,0.0,0.0,0.0,0.0,10935293.45
Zambales,III,2021,0,2,0,633,1355,0,0,7515560.92,0.0,0.0,0.0,0.0,7515560.92
Olongapo,III,2021,0,0,0,4,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tarlac,III,2021,0,0,0,0,0,0,0,35600.0,0.0,0.0,0.0,0.0,35600.0
Aurora,III,2021,0,0,0,0,0,0,0,9793469.84,0.0,0.0,0.0,0.0,9793469.84
Nueva Ecija,III,2021,0,0,0,0,0,0,0,29705380.0,0.0,0.0,0.0,0.0,29705380.0
Batangas,CALABARZON,2021,3,3,1,13267,52017,298,4230,1357877494.14,590509999.5,0.0,0.0,0.0,1948387493.64
Cavite,CALABARZON,2021,0,0,0,2636,9311,38,47,294014888.42,619622000.0,0.0,0.0,0.0,913636888.42
Laguna,CALABARZON,2021,0,0,0,2112,8599,0,23,120034152.95,0.0,0.0,0.0,0.0,120034152.95
Quezon,CALABARZON,2021,1,1,0,8016,31303,63,1053,162306513.03,30945000.0,0.0,0.0,514600.0,193766113.03
Rizal,CALABARZON,2021,0,0,0,4892,17112,0,0,1377077.52,298750000.0,0.0,0.0,0.0,300127077.52
Occidental Mindoro,MIMAROPA,2021,0,0,0,16292,78861,21,78,313606597.2,193953000.0,0.0,0.0,25967200.0,533526797.2
Oriental Mindoro,MIMAROPA,2021,0,0,0,11964,55165,23,68,511198885.01,61110755.0,0.0,0.0,17489997.98,589799637.99
Palawan,MIMAROPA,2021,30,2,8,126081,429664,15463,74319,4765160446.59,1428574142.18,0.0,0.0,6162953899.02,12356688487.79
Romblon,MIMAROPA,2021,1,0,0,494,1971,2,21,7417492.5,25390000.0,0.0,0.0,0.0,32807492.5
Marinduque,MIMAROPA,2021,3,3,0,4134,14275,8,1294,172185436.36999997,12885800.0,0.0,0.0,0.0,185071236.36999997
Camarines Sur,V,2021,0,0,0,5262,21234,1,0,219864309.39,0.0,0.0,0.0,211300.0,220075609.39
Sorsogon,V,2021,0,0,0,828,3063,0,0,6682551.08,12500000.0,0.0,0.0,145675.0,19328226.08
Albay,V,2021,0,0,0,22290,83628,0,0,98830027.86,36800000.0,0.0,0.0,640500.0,136270527.86
Camarines Norte,V,2021,0,0,0,113,467,0,0,16662639.0,18000000.0,0.0,0.0,0.0,34662639.0
Catanduanes,V,2021,0,0,0,14652,58170,2,2,12587638.2,0.0,0.0,0.0,0.0,12587638.2
Masbate,V,2021,6,1,1,8296,35589,330,1962,98258285.73,566705253.0,0.0,0.0,20000.0,664983538.73
without breakdown,V,2021,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aklan,VI,2021,0,0,0,21639,82934,20,1624,20428800.689999998,0.0,0.0,0.0,10256229.29,30685029.979999997
Negros Occidental,VI,2021,50,173,7,393437,1521772,56410,266947,4140785351.66,0.0,0.0,0.0,4066175310.33,8206960661.99
Antique,VI,2021,0,0,0,45718,179157,2392,20189,194905270.7,2100000.0,0.0,0.0,172163358.82,369168629.52
Iloilo,VI,2021,3,0,0,182732,716899,2383,64077,1208987117.23,16824600.0,0.0,0.0,1158465069.27,2384276786.5
